Origin,country,lat,lon,Depth (km),Magnitude,Secondary Effects,PDE Shaking Deaths,pde_total_deaths,Utsu Total Deaths,EM-DAT Total Deaths,Other Source Deaths,url
4/2/1976 16:58,Turkey,39.801,43.689,25,4.6ÿ{\displaystyle m_{b}},,4,4,4,,,
4/5/1976 16:54,China,40.23,112.222,7,5.5ÿ{\displaystyle M_{s}},,,,28,,,
4/9/1976 7:08,Ecuador,0.85,-79.564,17,6.6ÿ{\displaystyle M_{\mathrm {w} }},,8,8,8,10,,
4/29/1976 22:18,Turkey,40.935,42.875,35,5.5ÿ{\displaystyle M_{s}},,4,4,4,,,
5/6/1976 20:00,Italy (seeÿ1976 Friuli earthquake),46.385,13.266,20.7,6.5ÿ{\displaystyle M_{\mathrm {w} }},,900,900,965,922,,
5/15/1976 21:55,Peru,-11.66,-74.419,19,6.7ÿ{\displaystyle M_{\mathrm {w} }},L,5,5,5,,,
5/17/1976 2:58,Uzbekistan,40.373,63.428,14.8,6.7ÿ{\displaystyle M_{\mathrm {w} }},,6,6,6,0,,
5/29/1976 12:23,China,24.501,98.93,6.5,6.7ÿ{\displaystyle M_{\mathrm {w} }},,,,98,,,
5/29/1976 14:00,China,24.581,98.61,7.6,6.6ÿ{\displaystyle M_{\mathrm {w} }},,,,,,,
6/25/1976 19:18,Indonesia (seeÿ1976 Papua earthquake),-4.531,140.109,15,7.1ÿ{\displaystyle M_{\mathrm {w} }},L,422,7422,6000,420,,
7/9/1976 9:34,Turkey,38.327,40.463,33,4.2ÿ{\displaystyle m_{b}},,1,1,1,,,
7/14/1976 7:13,Indonesia,-8.228,114.774,24.8,6.5ÿ{\displaystyle M_{\mathrm {w} }},,563,563,563,573,,
7/21/1976 15:10,China,24.768,98.667,4.3,6.1ÿ{\displaystyle M_{\mathrm {w} }},,,,11,,,
7/27/1976 19:42,China (seeÿ1976 Tangshan earthquake),39.605,117.888,16.7,7.6ÿ{\displaystyle M_{\mathrm {w} }},,655237,655237,242800,242000,,https://en.wikipedia.org/wiki/1976_Tangshan_earthquake
7/28/1976 10:45,China,39.723,118.359,18.2,7.0ÿ{\displaystyle M_{\mathrm {w} }},,,,,,,
8/16/1976 14:06,China (seeÿ1976 Songpan-Pingwu earthquake),32.753,104.088,10.7,6.7ÿ{\displaystyle M_{\mathrm {w} }},,,,,0,,
8/16/1976 16:11,Philippines (seeÿ1976 Moro Gulf earthquake),6.292,124.089,57.9,8.0ÿ{\displaystyle M_{\mathrm {w} }},T,,6500,8000,6000,,
8/17/1976 4:19,Philippines,7.259,122.96,20.2,7.1ÿ{\displaystyle M_{\mathrm {w} }},,,,,,,
8/19/1976 1:12,Turkey,37.743,29.015,11.7,5.0ÿ{\displaystyle m_{b}},,4,4,4,4,,
8/23/1976 3:30,China,32.481,104.182,7.9,6.4ÿ{\displaystyle M_{\mathrm {w} }},,,,41,,,
9/11/1976 16:31,Italy,46.339,13.181,4.2,5.5ÿ{\displaystyle M_{s}},L,5,5,5,,,
9/15/1976 3:15,Italy (seeÿ1976 Friuli earthquake),46.314,13.206,0.9,6.0ÿ{\displaystyle M_{\mathrm {w} }},,11,11,11,,,
9/15/1976 9:21,Italy,46.354,13.087,9.7,5.9ÿ{\displaystyle M_{s}},,0,0,2,,,
10/6/1976 9:12,Ecuador,-0.726,-78.732,4.7,5.7ÿ{\displaystyle m_{b}},,9,9,9,,,
10/29/1976 2:51,Indonesia,-4.475,139.991,15,6.8ÿ{\displaystyle M_{\mathrm {w} }},,133,133,6000,,,
11/6/1976 18:04,China,27.554,101.021,7.7,6.3ÿ{\displaystyle M_{\mathrm {w} }},,,,33,,,
11/7/1976 4:00,Iran,33.82,59.18,6.5,6.0ÿ{\displaystyle M_{\mathrm {w} }},,17,17,17,16,,
11/24/1976 12:22,Turkey (seeÿ1976 €ald?ran?Muradiye earthquake),39.082,44.031,8.9,7.0ÿ{\displaystyle M_{\mathrm {w} }},,5000,5000,3900,3840,,
11/30/1976 0:40,Chile,-20.472,-68.896,133.7,7.5ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,,,
12/8/1976 8:38,South Africa,-27.979,26.677,10,5.2ÿ{\displaystyle m_{b}},,4,4,4,,,
12/13/1976 6:36,China,27.336,101.024,3.4,5.9ÿ{\displaystyle M_{s}},,,,2,,,
1/1/1977 21:39,China,38.185,91.014,5.3,6.0ÿ{\displaystyle M_{\mathrm {w} }},,,,2,,,
3/4/1977 21:21,Romania (seeÿ1977 Vrancea earthquake),45.776,26.702,89,7.5ÿ{\displaystyle M_{\mathrm {w} }},,,1581,1581,1641,,
3/18/1977 21:43,Philippines,16.755,122.285,32.5,7.2ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,1,,
3/21/1977 21:18,Iran,27.583,56.363,12,6.7ÿ{\displaystyle M_{\mathrm {w} }},,167,167,167,167,,
3/25/1977 2:39,Turkey,38.647,40.057,17.4,5.3ÿ{\displaystyle M_{\mathrm {w} }},,30,30,30,30,,
4/6/1977 13:36,Iran,31.954,50.643,9.4,6.0ÿ{\displaystyle M_{\mathrm {w} }},,348,348,366,352,,
4/21/1977 4:24,Solomon Islands,-10.009,160.816,45.1,7.3ÿ{\displaystyle M_{\mathrm {w} }},T,0,18,18,,,
5/26/1977 1:35,Iran,38.896,44.324,16.9,5.6ÿ{\displaystyle M_{\mathrm {w} }},,3,3,3,3,,
8/19/1977 5:08,Indonesia,-11.18,118.37,29.4,5.7ÿ{\displaystyle M_{\mathrm {w} }},T,,,,185,,
8/19/1977 6:08,Indonesia,-11.126,118.38,22.6,8.3ÿ{\displaystyle M_{\mathrm {w} }},T,,189,189,,,
8/27/1977 7:12,Indonesia,-8.136,125.326,44.6,7.0ÿ{\displaystyle M_{\mathrm {w} }},,2,2,2,,,
8/31/1977 0:42,Colombia,7.351,-76.159,21.3,6.5ÿ{\displaystyle M_{\mathrm {w} }},,3,3,3,,,
11/23/1977 9:26,Argentina (seeÿ1977 San Juan earthquake),-31.082,-67.78,19.5,7.4ÿ{\displaystyle M_{\mathrm {w} }},"L,Lq",70,70,70,,,
12/10/1977 5:46,Iran,27.687,56.578,13.9,5.6ÿ{\displaystyle M_{\mathrm {w} }},,3,3,,3,,
12/19/1977 23:34,Iran,30.911,56.413,11.6,5.9ÿ{\displaystyle M_{\mathrm {w} }},,584,584,665,589,,
1/14/1978 3:24,Japan,34.803,139.294,10.7,6.6ÿ{\displaystyle M_{\mathrm {w} }},T,21,25,25,21,,
2/22/1978 6:07,Guatemala,14.268,-91.399,66.9,6.3ÿ{\displaystyle M_{\mathrm {w} }},,2,2,2,,,
3/11/1978 19:20,Italy,38.046,15.99,22.2,5.2ÿ{\displaystyle M_{\mathrm {w} }},,2,2,2,,,
3/16/1978 2:00,Afghanistan,29.928,66.234,10.2,6.1ÿ{\displaystyle M_{\mathrm {w} }},,1,1,,,,
3/19/1978 1:39,Mexico,16.932,-99.782,11,6.6ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,,,
4/15/1978 23:33,Italy,38.381,15.073,17,6.0ÿ{\displaystyle M_{\mathrm {w} }},,5,5,5,,,
6/12/1978 8:06,Japan,38.235,142.105,46.2,5.7ÿ{\displaystyle m_{b}},T,,,28,,,
6/12/1978 8:14,Japan (seeÿ1978 Miyagi earthquake),38.224,142.009,53.3,7.6ÿ{\displaystyle M_{\mathrm {w} }},,22,22,,,,
6/19/1978 10:31,Greece,40.732,23.257,7.7,5.3ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,50,,
6/20/1978 20:03,Greece (seeÿ1978 Thessaloniki earthquake),40.76,23.303,7.4,6.5ÿ{\displaystyle M_{\mathrm {w} }},,50,50,50,,,
7/4/1978 22:23,Greece,40.718,23.112,7.4,4.6ÿ{\displaystyle M_{\text{L}}},,1,1,1,,,
7/29/1978 14:37,Guatemala,14.758,-90.99,15,4.9ÿ{\displaystyle m_{b}},,5,5,17,,,
9/16/1978 15:35,Iran (seeÿ1978 Tabas earthquake),33.242,57.382,8.2,7.4ÿ{\displaystyle M_{\mathrm {w} }},,15000,15000,18220,25000,,
11/29/1978 19:52,Mexico,16.011,-96.603,24.8,7.8ÿ{\displaystyle M_{\mathrm {w} }},T,9,9,9,9,,
12/14/1978 7:05,Iran,32.128,49.634,18.9,6.1ÿ{\displaystyle M_{\mathrm {w} }},,76,76,76,45,,
12/23/1978 11:23,Taiwan,23.217,122.009,45.5,7.0ÿ{\displaystyle M_{\mathrm {w} }},,2,2,2,,,
1/16/1979 9:50,Iran,33.909,59.471,9.9,6.5ÿ{\displaystyle M_{\mathrm {w} }},,200,200,200,,,
2/16/1979 10:08,Peru,-16.537,-72.553,55.1,7.1ÿ{\displaystyle M_{\mathrm {w} }},,18,18,18,13,,
3/14/1979 11:07,Mexico,17.758,-101.221,24.7,7.4ÿ{\displaystyle M_{\mathrm {w} }},T,5,5,15,5,,
3/15/1979 12:52,China,23.162,101.106,13.5,6.0ÿ{\displaystyle M_{\mathrm {w} }},,,,12,,,
4/15/1979 6:19,Montenegroÿ(seeÿ1979 Montenegro earthquake),41.999,19.156,15,6.9ÿ{\displaystyle M_{\mathrm {w} }},T,156,156,129,121,,
5/30/1979 9:38,Indonesia,-8.345,115.864,20,6.2ÿ{\displaystyle M_{\mathrm {w} }},,37,37,22,34,,
7/2/1979 16:30,India,34.525,74.291,35,4.5ÿ{\displaystyle m_{b}},,0,3,,,,
7/9/1979 10:57,China,31.472,119.27,12.6,5.4ÿ{\displaystyle M_{\mathrm {w} }},,41,41,42,,,
9/12/1979 5:17,Indonesia,-1.682,135.974,17.6,7.5ÿ{\displaystyle M_{\mathrm {w} }},T,15,15,15,2,,
9/19/1979 21:35,Italy,42.773,13.01,15,5.8ÿ{\displaystyle M_{\mathrm {w} }},,5,5,5,5,,
10/20/1979 1:41,Indonesia,-8.363,115.782,52,6.4ÿ{\displaystyle M_{\mathrm {w} }},,2,2,2,,,
10/27/1979 14:35,Guatemala,13.829,-90.841,56.5,6.8ÿ{\displaystyle M_{\mathrm {w} }},,4,4,7,,,
11/2/1979 15:53,Indonesia,-7.746,108.165,72.1,6.5ÿ{\displaystyle M_{\mathrm {w} }},,30,30,23,26,,
11/6/1979 5:26,Greece,39.52,20.375,28.1,5.4ÿ{\displaystyle m_{b}},,1,1,1,,,
11/14/1979 2:21,Iran,33.956,59.726,9.1,6.5ÿ{\displaystyle M_{\mathrm {w} }},,280,280,280,350,,
11/23/1979 23:40,Colombia,4.793,-76.19,107.7,7.2ÿ{\displaystyle M_{\mathrm {w} }},L,52,52,52,60,,
11/27/1979 17:10,Iran,34.056,59.754,7.4,7.0ÿ{\displaystyle M_{\mathrm {w} }},,17,17,17,16,,
12/12/1979 7:59,Colombia,1.603,-79.363,23.6,8.1ÿ{\displaystyle M_{\mathrm {w} }},T,600,600,600,300,,
12/15/1979 0:02,Indonesia,-3.339,102.567,13,6.5ÿ{\displaystyle M_{\mathrm {w} }},,8,8,8,5,,
12/17/1979 19:58,Indonesia,-8.487,115.753,15,6.5ÿ{\displaystyle M_{\mathrm {w} }},,27,27,32,32,,
1/1/1980 16:42,Portugal (seeÿ1980 Azores Islands earthquake),38.726,-27.751,12.2,6.9ÿ{\displaystyle M_{\mathrm {w} }},,60,60,56,69,,
1/24/1980 19:00,United States,37.712,-121.728,15,5.8ÿ{\displaystyle M_{\mathrm {w} }},,0,0,1,,,
2/20/1980 2:34,Italy,39.291,16.152,8.2,4.8ÿ{\displaystyle M_{\text{L}}},,0,1,,,,
6/9/1980 3:28,Mexico,32.268,-114.908,4.6,6.3ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,,,
7/9/1980 2:11,Greece,39.257,23.008,17.2,6.6ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,,,
7/22/1980 5:17,Iran,37.322,50.262,25,5.5ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,,,
7/29/1980 14:58,Nepal,29.623,81.103,14.4,6.5ÿ{\displaystyle M_{\mathrm {w} }},,188,188,100,100,,
8/9/1980 5:45,Guatemala,15.912,-88.49,16.9,6.5ÿ{\displaystyle M_{\mathrm {w} }},,2,2,2,2,,
8/18/1980 15:07,Ecuador,-1.987,-80.002,55.9,5.9ÿ{\displaystyle M_{\mathrm {w} }},,8,8,8,8,,
8/23/1980 21:36,India,32.922,75.693,14.5,5.5ÿ{\displaystyle M_{\mathrm {w} }},,15,15,15,13,,
8/23/1980 21:50,India,32.893,75.776,11.3,5.5ÿ{\displaystyle M_{\mathrm {w} }},,,,13,,,
9/23/1980 19:10,Japan,35.997,139.74,82.7,5.3ÿ{\displaystyle M_{\mathrm {w} }},,1,1,,2,,
9/24/1980 17:54,Japan,35.525,140.062,71.5,6.0ÿ{\displaystyle M_{\mathrm {w} }},,2,2,,,,
10/10/1980 12:25,Algeria,36.143,1.404,15,7.1ÿ{\displaystyle M_{\mathrm {w} }},,5000,5000,3500,2633,,
10/10/1980 15:39,Algeria (seeÿ1980 El Asnam earthquake),36.213,1.577,12.4,6.2ÿ{\displaystyle M_{\mathrm {w} }},,,,,,,
10/24/1980 14:53,Mexico (seeÿ1980 Oaxaca earthquake),18.175,-98.235,64.3,7.1ÿ{\displaystyle M_{\mathrm {w} }},,300,300,65,65,,
11/12/1980 6:58,Peru,-13.347,-74.545,71,4.9ÿ{\displaystyle m_{b}},,7,7,7,,,
11/19/1980 19:00,India,27.392,88.795,38.5,6.3ÿ{\displaystyle M_{\mathrm {w} }},,0,0,3,0,,
11/23/1980 18:34,Italy (seeÿ1980 Irpinia earthquake),40.788,15.31,6.9,6.9ÿ{\displaystyle M_{\mathrm {w} }},,3000,4900,2483,4689,,
11/30/1980 7:41,Italy,40.766,15.295,15.1,4.9ÿ{\displaystyle M_{\text{L}}},,0,1,,,,
12/19/1980 1:16,Iran,34.472,50.643,12.7,6.2ÿ{\displaystyle M_{\mathrm {w} }},,26,26,26,20,,
12/22/1980 12:51,Iran,34.427,50.634,16.4,5.7ÿ{\displaystyle M_{\mathrm {w} }},,3,3,3,4,,
1/19/1981 15:11,Indonesia (seeÿ1981 Irian Jaya earthquake),-4.513,139.283,20,6.6ÿ{\displaystyle M_{\mathrm {w} }},,305,1305,1300,,,
1/23/1981 21:13,China (seeÿ1981 Dawu earthquake),30.956,101.168,10.9,6.5ÿ{\displaystyle M_{\mathrm {w} }},,150,150,126,150,,
2/14/1981 17:27,Italy,40.995,14.614,4.9,4.9ÿ{\displaystyle M_{\text{L}}},,4,12,,,,
2/18/1981 8:28,South Africa,-26.625,26.607,33,4.7ÿ{\displaystyle m_{b}},,0,4,4,,,
2/24/1981 20:53,Greece,38.159,22.976,16.2,6.7ÿ{\displaystyle M_{\mathrm {w} }},,16,16,21,22,,
2/25/1981 2:35,Greece,38.097,23.17,6,6.4ÿ{\displaystyle M_{\mathrm {w} }},,,,,,,
3/4/1981 21:58,Greece,38.197,23.3,14.9,6.2ÿ{\displaystyle M_{\mathrm {w} }},,0,1,,,,
3/7/1981 11:34,Greece,38.181,23.335,37.1,5.4ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,,,
3/10/1981 15:16,Greece,39.382,20.813,36.4,5.4ÿ{\displaystyle M_{\mathrm {w} }},L,0,2,2,2,,
4/18/1981 0:32,Peru,-13.116,-74.373,40.8,5.5ÿ{\displaystyle M_{\mathrm {w} }},,8,8,8,8,,
6/11/1981 7:24,Iran,29.858,57.686,17.3,6.6ÿ{\displaystyle M_{\mathrm {w} }},,3000,3000,3000,2000,,
6/13/1981 7:29,Afghanistan,36.198,67.836,21,5.6ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,,,
6/21/1981 10:30,Chile,-20.276,-70.384,36,5.7ÿ{\displaystyle M_{\mathrm {w} }},,,,,10,,
6/22/1981 17:53,Peru,-13.185,-74.463,15.6,5.8ÿ{\displaystyle M_{\mathrm {w} }},,6,6,6,,,
7/28/1981 17:22,Iran,29.976,57.767,13.6,7.2ÿ{\displaystyle M_{\mathrm {w} }},,1500,1500,1500,1200,,
9/12/1981 7:15,Pakistan,35.685,73.597,14.7,6.1ÿ{\displaystyle M_{\mathrm {w} }},L,220,220,229,250,,
10/16/1981 3:25,Chile,-33.178,-73.033,44.9,7.1ÿ{\displaystyle M_{\mathrm {w} }},,0,1,1,,,
10/18/1981 4:31,Colombia,8.111,-72.501,39.3,5.9ÿ{\displaystyle M_{\mathrm {w} }},L,15,15,15,10,,
10/25/1981 3:22,Mexico,18.115,-102.009,19,7.2ÿ{\displaystyle M_{\mathrm {w} }},,3,3,9,3,,
12/12/1981 20:26,Pakistan,29.912,67.08,35,4.6ÿ{\displaystyle m_{b}},,6,6,6,,,
1/23/1982 14:10,Taiwan,23.951,121.752,11.8,6.0ÿ{\displaystyle M_{\mathrm {w} }},,,,1,,,
3/23/1982 5:10,Peru,-12.341,-77.538,59.1,5.1ÿ{\displaystyle m_{b}},,2,2,2,,,
3/28/1982 23:24,Peru,-12.743,-76.01,90.8,6.3ÿ{\displaystyle M_{\mathrm {w} }},,3,3,3,3,,
4/13/1982 11:26,South Africa,-27.926,26.783,5,5.0ÿ{\displaystyle m_{b}},L,0,1,1,,,
6/7/1982 10:59,Mexico,16.518,-98.347,18.9,6.9ÿ{\displaystyle M_{\mathrm {w} }},,9,9,9,,,
6/15/1982 23:24,China,31.871,99.872,10.3,5.6ÿ{\displaystyle M_{\mathrm {w} }},,10,10,11,10,,
6/19/1982 6:21,El Salvador (seeÿ1982 El Salvador earthquake),13.337,-89.313,72.8,7.3ÿ{\displaystyle M_{\mathrm {w} }},L,43,43,43,,,
9/29/1982 5:50,Honduras,14.494,-89.102,13.9,5.6ÿ{\displaystyle M_{\mathrm {w} }},,3,3,3,,,
11/15/1982 20:07,Algeria,35.585,1.361,7.1,5.2ÿ{\displaystyle M_{\mathrm {w} }},,3,3,3,,,
11/16/1982 23:41,Albania,40.78,19.666,21.9,5.6ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,1,,
12/13/1982 9:12,Yemen (seeÿ1982 North Yemen earthquake),14.675,44.223,7,6.2ÿ{\displaystyle M_{\mathrm {w} }},L,2800,2800,2800,1507,,
12/16/1982 0:40,Afghanistan,36.136,68.933,35.5,6.4ÿ{\displaystyle M_{\mathrm {w} }},,450,450,500,500,,
12/25/1982 12:28,Indonesia,-8.43,122.97,6.7,5.9ÿ{\displaystyle M_{\mathrm {w} }},L,13,13,13,13,,
2/13/1983 1:40,China,39.994,75.173,9,6.2ÿ{\displaystyle M_{\mathrm {w} }},,0,0,1,,,
2/25/1983 18:22,Yugoslavia,41.959,21.54,24,4.7ÿ{\displaystyle m_{b}},,0,12,,12,,
3/15/1983 17:27,Japan,34.797,137.58,34.5,5.4ÿ{\displaystyle M_{\mathrm {w} }},,1,1,,,,
3/25/1983 11:57,Iran,36.042,52.295,14.6,5.4ÿ{\displaystyle M_{\mathrm {w} }},L,30,30,100,30,,
3/31/1983 13:12,Colombia (seeÿ1983 Popay n earthquake),2.439,-76.659,30.1,5.6ÿ{\displaystyle M_{\mathrm {w} }},,300,300,241,250,,
4/3/1983 2:50,Costa Rica,8.721,-83.078,25,7.4ÿ{\displaystyle M_{\mathrm {w} }},,1,6,1,10,,
4/4/1983 2:51,Indonesia,5.722,94.687,85.6,7.0ÿ{\displaystyle M_{\mathrm {w} }},,,,,0,,
4/5/1983 6:50,China,39.972,75.215,10.7,5.8ÿ{\displaystyle M_{\mathrm {w} }},,,,,,,
4/12/1983 12:07,Peru,-4.846,-78.091,125.9,7.0ÿ{\displaystyle M_{\mathrm {w} }},,,,10,,,
5/26/1983 2:59,Japan,40.473,139.091,17,7.7ÿ{\displaystyle M_{\mathrm {w} }},T,104,107,104,102,,
7/3/1983 17:14,Costa Rica,9.612,-83.707,14.5,6.3ÿ{\displaystyle M_{\mathrm {w} }},L,2,2,2,2,,
7/5/1983 12:01,Turkey (seeÿ1983 Biga earthquake),40.309,27.254,2.6,6.1ÿ{\displaystyle M_{\mathrm {w} }},,5,5,5,,,
7/20/1983 22:03,Italy,37.502,15.151,33,4.4ÿ{\displaystyle m_{b}},,0,1,,,,
7/22/1983 2:41,Iran,36.942,49.213,20,5.6ÿ{\displaystyle m_{b}},,3,3,3,3,,
8/2/1983 9:01,France,49.15,6.698,0,3.5ÿ{\displaystyle M_{\text{L}}},,0,1,1,,,
8/8/1983 3:47,Japan,35.507,139.045,18.1,5.6ÿ{\displaystyle M_{\mathrm {w} }},L,1,1,1,1,,
8/17/1983 12:17,Philippines,18.206,120.785,29,6.6ÿ{\displaystyle M_{\mathrm {w} }},"L,Lq",16,16,24,19,,
10/4/1983 18:52,Chile,-26.539,-70.502,23.9,7.6ÿ{\displaystyle M_{\mathrm {w} }},"T,L",5,5,5,,,
10/25/1983 0:36,Indonesia,1.151,120.841,26.6,6.5ÿ{\displaystyle M_{\mathrm {w} }},,,,2,,,
10/28/1983 14:06,United States (seeÿ1983 Borah Peak earthquake),44.078,-113.8,16,6.9ÿ{\displaystyle M_{\mathrm {w} }},L,2,2,2,2,,
10/30/1983 4:12,Turkey (seeÿ1983 Erzurum earthquake),40.327,42.176,15,6.6ÿ{\displaystyle M_{\mathrm {w} }},,1342,1342,1400,1346,,
11/6/1983 21:09,China,35.223,115.204,32.1,5.5ÿ{\displaystyle M_{\mathrm {w} }},,34,34,45,34,,
11/8/1983 0:49,Belgium,50.696,5.346,10,4.9ÿ{\displaystyle M_{\text{L}}},,1,2,1,2,,
12/16/1983 13:15,Tajikistan,39.351,72.929,13.3,5.9ÿ{\displaystyle M_{\mathrm {w} }},,,,,12,,
12/21/1983 23:32,Papua New Guinea,-5.446,151.895,42.2,6.2ÿ{\displaystyle M_{\mathrm {w} }},,,,10,10,,
12/22/1983 4:11,Guinea,11.862,-13.511,7.8,6.3ÿ{\displaystyle M_{\mathrm {w} }},,443,643,643,275,,
12/30/1983 23:52,Afghanistan,36.405,70.677,215.9,7.4ÿ{\displaystyle M_{\mathrm {w} }},,26,26,12,24,,
1/8/1984 15:24,Indonesia,-2.866,118.726,43.6,6.7ÿ{\displaystyle M_{\mathrm {w} }},T,2,2,2,2,,
1/25/1984 19:36,United States,47.5,-116,1,2.3ÿ{\displaystyle M_{\text{L}}},,0,1,1,,,
2/1/1984 14:22,Afghanistan,34.564,70.446,9,6.1ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,1,,
2/16/1984 17:18,Afghanistan,36.447,70.84,208.1,6.4ÿ{\displaystyle M_{\mathrm {w} }},,4,4,4,4,,
3/6/1984 2:17,Japan,29.372,138.871,459.1,7.4ÿ{\displaystyle M_{\mathrm {w} }},,0,1,,,,
4/22/1984 17:39,Italy,43.616,10.194,15,4.7ÿ{\displaystyle M_{\text{L}}},,0,3,,,,
5/7/1984 17:49,Italy,41.738,13.889,21.4,5.9ÿ{\displaystyle M_{\mathrm {w} }},,3,3,7,3,,
5/11/1984 10:41,Italy,41.755,13.901,10.9,5.5ÿ{\displaystyle M_{\mathrm {w} }},,0,3,,,,
5/13/1984 12:45,Bosnia and Herzegovina,42.974,17.829,37,5.4ÿ{\displaystyle M_{\mathrm {w} }},,0,1,1,,,
5/21/1984 15:37,China,32.604,121.602,43.8,6.0ÿ{\displaystyle M_{\mathrm {w} }},,,,13,,,
6/20/1984 14:12,Canada,46.58,-80.8,1,3.4 Lg,,0,4,4,,,
6/24/1984 11:17,Dominican Republic,17.981,-69.371,45.1,6.7ÿ{\displaystyle M_{\mathrm {w} }},,,,5,,,
6/24/1984 18:18,Dominican Republic,18.039,-69.233,24.8,5.2ÿ{\displaystyle M_{\mathrm {w} }},,5,5,,,,
9/13/1984 23:48,Japan (seeÿ1984 Otaki earthquake),35.801,137.466,1.1,6.2ÿ{\displaystyle M_{\mathrm {w} }},L,24,24,29,20,,
9/15/1984 2:55,United States,47.46,-115.987,1,2.8ÿ{\displaystyle M_{\text{L}}},,0,1,,,,
9/18/1984 13:26,Turkey,40.892,42.241,10,5.5ÿ{\displaystyle M_{\mathrm {w} }},,3,3,3,3,,
10/18/1984 9:46,Turkey,40.711,42.447,35,5.4ÿ{\displaystyle M_{\mathrm {w} }},,3,3,3,3,,
12/30/1984 23:33,India,24.684,92.864,3.4,6.0ÿ{\displaystyle M_{\mathrm {w} }},,20,20,,20,,
1/26/1985 3:06,Argentina (seeÿ1985 Mendoza earthquake),-33.109,-68.593,19.2,5.9ÿ{\displaystyle M_{\mathrm {w} }},,6,6,6,6,,
2/2/1985 20:52,Iran,28.352,52.972,13.8,5.4ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,1,,
3/3/1985 22:47,Chile (seeÿ1985 Santiago earthquake),-33.132,-71.762,40,7.9ÿ{\displaystyle M_{\mathrm {w} }},"T,Lq",177,177,177,180,,
3/14/1985 23:03,Italy,41.631,14.263,14,4.3ÿ{\displaystyle M_{\text{L}}},,0,1,,,,
3/17/1985 10:41,Chile (seeÿ1985 Algarrobo earthquake),-32.712,-71.68,22,6.5ÿ{\displaystyle M_{\mathrm {w} }},,0,1,,,,
3/18/1985 19:49,Philippines,7.776,123.512,26.5,6.5ÿ{\displaystyle M_{\mathrm {w} }},,0,2,,2,,
3/19/1985 10:28,Bolivia,-18.567,-63.6,29.7,5.8ÿ{\displaystyle M_{\mathrm {w} }},,2,2,2,,,
3/29/1985 11:15,China,29.35,104.953,35,4.9ÿ{\displaystyle m_{b}},,1,1,2,,,
4/9/1985 1:56,Chile (seeÿ1985 Rapel Lake earthquake),-34.134,-71.535,38,7.1ÿ{\displaystyle M_{\mathrm {w} }},,0,2,,,,
4/18/1985 5:52,China (seeÿ1985 Luquan earthquake),25.891,102.885,4.1,5.7ÿ{\displaystyle M_{\mathrm {w} }},,23,23,22,,,
4/24/1985 1:07,Philippines,16.541,120.812,5.3,6.1ÿ{\displaystyle M_{\mathrm {w} }},L,6,6,6,,,
5/10/1985 15:35,Papua New Guinea,-5.601,151.056,47.2,7.2ÿ{\displaystyle M_{\mathrm {w} }},L,1,1,1,,,
7/29/1985 7:54,Afghanistan,36.165,70.857,100.1,7.4ÿ{\displaystyle M_{\mathrm {w} }},L,5,5,5,5,,
8/23/1985 12:41,China (seeÿ1985 Wuqia earthquake),39.447,75.264,4.3,6.9ÿ{\displaystyle M_{\mathrm {w} }},,71,71,67,67,,
9/11/1985 20:45,China,39.356,75.415,21.2,6.1ÿ{\displaystyle M_{\mathrm {w} }},,4,4,3,,,
9/15/1985 2:42,Indonesia,-4.064,136.093,4.2,6.3ÿ{\displaystyle M_{\mathrm {w} }},,10,10,10,10,,
9/19/1985 13:17,Mexico (seeÿ1985 Mexico City earthquake),18.42,-102.38,15,8.0ÿ{\displaystyle M_{\mathrm {w} }},"T,L",9500,9500,9500,9500,,https://en.wikipedia.org/wiki/1985_Mexico_City_earthquake
9/21/1985 1:37,Mexico,17.831,-101.623,17.6,7.5ÿ{\displaystyle M_{\mathrm {w} }},T,,,,,,
10/13/1985 15:59,Tajikistan,40.337,69.81,15.9,5.8ÿ{\displaystyle M_{\mathrm {w} }},L,29,29,,29,,
10/27/1985 19:34,Algeria,36.386,6.846,30.4,5.8ÿ{\displaystyle M_{\mathrm {w} }},,6,6,5,30,,
12/25/1985 2:38,Italy,37.688,15.068,10,4.3ÿ{\displaystyle m_{b}},,1,1,1,,,
1/11/1986 19:42,Peru,-9.512,-77.437,56.7,5.1ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,1,,
3/12/1986 16:32,United States,47.47,-115.8,1,2.0ÿ{\displaystyle M_{\text{L}}},,0,1,1,,,
4/5/1986 20:14,Peru,-13.402,-71.757,49,5.2ÿ{\displaystyle M_{\mathrm {w} }},L,16,16,16,15,,
4/26/1986 7:35,India,32.118,76.397,10.2,5.5ÿ{\displaystyle M_{\mathrm {w} }},,6,6,6,6,,
